,credit,gender,education,martial_status,age,pay_status_sep,pay_status_aug,pay_status_jul,pay_status_jun,pay_status_may,pay_status_apr,bill_sep,bill_aug,bill_jul,bill_june,bill_may,bill_apr,paid_sep,paid_aug,paid_jul,paid_jun,paid_may,paid_apr,Y
18144,15698,1,1,2,30,-2,-2,-2,-1,-1,0,104,704,400,367,5793,5282,357,808,567,5797,26,1173,0
18145,6279,1,1,2,30,-1,-1,-2,-1,0,0,282,7,188,1077,734,-57,25,192,1080,7,57,0,0
18146,8163,1,2,2,31,0,0,0,0,0,0,97,97,91,87,75,28,40,34,31,9,0,39,0
18147,5023,1,3,2,31,0,0,0,0,0,0,1598,1691,1752,1875,1934,2070,125,94,156,94,156,62,0
18148,10675,1,1,2,31,0,0,0,0,0,0,2677,2087,1975,1674,1575,1789,541,502,418,314,285,285,0
18149,15698,1,1,2,32,0,0,0,0,0,0,2063,2045,1974,1552,1295,882,76,68,50,27,31,21,0
18150,9733,1,1,1,32,1,2,0,0,2,0,9745,9477,7064,7352,6974,7053,1,312,559,0,249,253,0
18151,11302,1,2,1,30,-1,-1,-1,-1,-1,-1,44,122,0,95,684,120,123,0,95,687,121,997,0
18152,3453,1,1,1,36,2,0,0,0,0,0,1135,1169,1203,1225,1259,1289,62,62,47,47,47,35,1
18153,12244,1,1,1,36,-2,-2,-2,-2,-2,-2,252,245,252,0,61,96,246,254,0,31,97,266,0
18154,4395,1,1,2,31,-1,-1,-1,-1,-1,-2,153,12,0,25,0,0,12,0,25,0,0,0,0
18155,941,1,3,2,32,0,0,0,0,0,0,878,909,922,927,868,513,45,62,43,17,10,0,0
18156,6279,1,1,2,33,1,-1,-1,-1,0,0,-5,13,2,20,7,-5,31,15,31,0,0,31,0
18157,3453,1,1,2,40,0,0,0,0,0,0,3195,3196,3323,3234,1328,1364,116,178,97,62,62,53,0
18158,627,1,1,1,35,2,2,2,-1,0,0,645,536,496,560,569,0,39,0,941,15,0,0,1
18159,6593,1,2,1,41,2,2,2,2,2,2,2688,2753,2837,2847,2885,2946,131,150,78,122,106,106,1
18160,11930,1,2,1,42,-2,-2,-2,-2,-2,-2,81,1223,196,620,386,84,1241,217,623,388,85,166,0
18161,2197,1,1,1,42,0,0,0,0,-2,-2,794,778,756,0,0,0,62,31,0,0,0,0,0
18162,627,1,2,2,32,0,0,0,-1,0,-1,456,354,223,254,81,50,41,95,313,0,50,0,0
18163,8163,1,1,2,32,-1,-1,-1,2,-1,0,66,22,3,3,15,15,23,3,0,15,0,0,0
18164,6279,1,1,1,46,0,0,0,0,0,0,1684,1704,1728,1749,1771,1796,55,57,56,57,59,129,0
18165,5965,1,2,2,36,0,0,0,0,0,0,4849,4471,3745,3132,3195,3301,193,156,119,113,156,156,1
18166,1569,1,2,2,42,0,0,0,0,0,0,1484,1492,1462,534,332,297,78,62,78,15,15,15,0
18167,627,1,2,2,35,0,0,0,0,0,0,535,550,480,518,384,456,47,47,47,14,78,21,0
18168,12558,1,1,1,49,-2,-2,-2,-2,-2,-2,23,47,1066,1389,1774,24,48,1074,1389,1774,24,66,0
18169,8791,1,2,1,49,0,0,0,0,0,0,7415,7625,7645,6777,5962,5081,345,329,251,219,188,144,0
18170,1883,1,3,1,38,2,2,2,2,0,0,1037,1011,787,766,791,883,0,125,0,47,109,81,1
18171,7849,1,1,1,47,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18172,12558,1,1,2,41,-1,-1,-1,-1,0,-1,359,184,166,205,163,15,184,166,205,0,15,11,0
18173,5651,1,2,1,46,0,0,0,0,0,0,3066,2989,3120,2445,2056,2089,188,220,156,94,156,78,0
18174,1569,1,2,1,45,0,0,0,0,-2,-2,1605,1350,947,0,0,0,87,31,0,0,0,0,0
18175,6907,1,2,2,39,0,0,0,0,0,0,3238,2865,2569,2495,2418,2476,156,94,125,94,94,94,0
18176,1569,1,2,1,35,-1,-1,-1,-1,-1,0,95,0,128,0,206,85,0,128,0,206,0,45,0
18177,627,1,3,2,61,3,2,2,-1,0,0,60,54,-24,36,24,0,0,0,61,0,0,41,0
18178,3139,1,2,1,44,0,0,0,2,0,0,361,349,388,138,92,46,39,94,0,0,0,101,0
18179,15698,1,1,1,44,0,0,0,0,0,0,1523,1558,1600,1638,1658,1693,69,76,83,65,66,62,0
18180,3767,1,2,2,38,-1,-1,-2,-1,2,2,15,0,0,30,30,50,0,0,30,0,20,0,0
18181,11302,1,1,1,37,-2,-2,-2,-2,-2,-2,-1,255,49,155,83,18,257,49,155,84,18,16,0
18182,13814,1,2,1,48,0,0,0,0,0,0,735,760,755,729,772,513,94,94,62,156,0,156,0
18183,7535,1,2,2,30,-2,-2,-2,-2,-2,-2,439,250,65,244,41,91,250,65,244,41,91,135,0
18184,6279,1,1,1,45,-2,-2,-2,-2,-2,-2,114,53,158,35,34,140,53,159,35,34,141,0,0
18185,1569,1,2,1,46,-1,-1,-1,-1,-2,-1,134,50,97,0,0,43,50,97,0,0,43,123,0
18186,8163,1,2,1,44,2,-1,2,-1,0,0,25,142,122,3751,3434,3491,142,0,3751,109,125,112,1
18187,9419,1,2,1,35,0,0,0,2,0,0,4470,4603,4810,4862,4919,4863,251,339,188,188,188,188,1
18188,4081,1,2,1,37,-1,-1,-1,-1,-1,-1,28,51,17,39,31,16,51,17,39,31,16,47,0
18189,1569,1,2,2,48,0,0,0,0,2,0,156,215,254,312,303,355,62,47,62,0,62,31,1
18190,627,1,3,2,36,0,0,0,0,0,-1,589,597,632,623,-6,522,50,54,39,6,656,34,0
18191,627,1,1,1,36,0,0,0,2,0,0,525,559,628,904,454,586,53,125,9,313,156,31,0
18192,1569,1,3,1,45,0,0,0,0,0,0,1364,1395,1428,1460,1479,1485,63,64,64,52,61,53,0
18193,2197,1,2,2,39,2,2,2,2,2,2,1052,1139,1175,1209,1180,1252,105,62,62,0,95,53,1
18194,2197,1,2,1,45,2,0,0,0,0,0,2157,2188,2204,2198,1600,1523,97,94,97,62,56,53,0
18195,14128,1,3,2,38,0,0,0,0,0,0,10122,9466,9109,8843,9088,8234,470,345,314,627,941,941,0
18196,2197,1,2,1,40,0,0,0,0,0,0,172,203,235,269,283,297,34,35,37,18,18,18,0
18197,3767,1,2,2,45,0,0,0,0,0,0,3886,3808,3662,3742,3659,3752,188,182,188,138,156,150,0
18198,2511,1,2,2,33,-1,-1,-1,-1,-1,-1,1017,727,988,12,120,121,727,992,12,120,121,47,0
18199,627,1,2,2,40,1,2,2,2,3,2,268,319,328,376,361,350,60,18,62,0,0,31,1
18200,7221,1,2,1,42,0,0,0,0,0,0,836,858,882,1046,1207,1335,45,47,188,188,156,48,0
18201,15070,1,1,2,49,0,0,0,0,0,0,14107,14338,13338,10228,10070,10230,537,461,482,329,345,354,0
18202,15384,1,1,1,42,0,0,0,0,0,0,8900,7718,7232,6764,5547,5354,313,282,313,219,219,219,0
18203,9733,1,2,1,42,0,0,0,0,0,0,8995,8252,6611,6624,3971,3233,291,260,217,111,93,83,0
18204,3139,1,1,2,33,0,0,0,0,0,0,2137,2012,2050,2293,2324,1407,156,100,313,313,313,313,0
18205,8163,1,1,2,39,0,0,0,0,0,0,7814,7810,7704,5325,5183,4745,333,304,186,176,171,171,0
18206,11302,1,1,1,43,1,-1,-1,-1,-1,0,-30,236,193,75,268,316,313,941,156,314,156,0,0
18207,15698,1,1,2,48,1,-2,-1,-1,0,0,-14,-14,4,649,750,750,0,24,649,118,0,64,0
18208,5023,1,1,2,34,-2,-2,-2,-1,-1,-2,0,4,43,21,0,0,4,43,21,0,0,0,0
18209,11302,1,3,2,34,0,0,0,0,0,0,9572,9459,8104,8015,7345,7407,470,289,289,254,262,282,0
18210,10047,1,2,1,36,0,0,0,0,0,0,4841,455,9521,9755,9994,8444,156,9419,439,470,376,313,0
18211,6593,1,2,1,42,-2,-2,-2,-2,-2,-2,0,35,31,62,15,166,35,31,62,15,166,114,0
18212,4395,1,1,1,41,0,0,0,0,0,0,1401,1440,1511,1580,1629,1665,62,94,94,94,62,94,0
18213,627,1,2,2,39,0,0,0,0,0,0,415,449,482,515,528,542,40,40,40,21,21,21,1
18214,9419,1,1,3,50,0,0,0,0,0,0,9473,7240,9611,9142,7584,6062,1883,2511,330,268,273,107,1
18215,4081,1,2,1,50,0,0,2,0,0,2,3832,4010,4067,3984,3132,3079,241,188,182,182,90,12,0
18216,6279,1,3,1,50,0,0,2,2,2,2,3756,4014,4032,3612,3682,3311,369,128,0,439,0,325,0
18217,3767,1,2,2,51,2,2,0,0,0,0,4331,4048,3972,3878,3011,2765,0,155,150,128,126,2692,1
18218,1569,1,2,3,52,0,0,0,0,0,0,1565,1608,1574,335,312,300,78,47,40,25,31,47,0
18219,5651,1,1,1,51,0,0,0,0,0,0,1265,1307,1411,1576,1643,1742,62,125,188,94,125,94,0
18220,7221,1,1,1,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
18221,313,1,3,1,50,0,0,0,3,2,2,146,201,287,277,268,311,62,94,0,0,47,0,0
18222,627,1,2,1,49,2,2,2,2,0,0,420,416,602,580,570,598,12,194,0,14,31,12,1
18223,6279,1,2,2,48,0,0,0,0,0,0,3505,3575,3659,3780,3814,3815,128,141,182,141,156,156,0
18224,11302,1,2,1,49,1,2,-1,-1,0,-1,103,51,51,58,46,33,0,51,58,33,33,0,0
18225,6593,1,2,1,53,0,0,0,0,0,0,5361,5467,5584,5682,5798,5928,241,251,238,210,222,216,0
18226,2511,1,2,1,53,2,2,2,2,0,0,203,280,309,299,310,329,81,37,0,15,28,0,1
18227,1883,1,2,2,51,0,0,0,0,0,0,856,875,897,912,918,925,45,47,43,30,31,29,0
18228,3139,1,3,1,56,1,2,2,2,2,2,1601,1691,1696,1638,1731,1754,137,62,0,132,66,0,0
18229,627,1,3,1,62,2,3,2,2,2,2,536,518,541,523,564,575,0,40,0,49,24,25,0
18230,1569,1,2,1,54,2,2,2,3,2,2,1101,1073,1229,1200,1171,1248,0,172,0,0,95,62,1
18231,9419,1,3,1,56,0,0,0,0,0,-1,3464,3219,3260,3119,3189,17,127,192,62,70,17,0,0
18232,4395,1,3,1,50,0,0,0,2,0,0,4492,4367,4621,4392,4298,4084,169,502,0,167,151,145,0
18233,3767,1,3,1,59,0,0,0,0,0,-2,2155,2159,1567,1613,0,0,67,60,75,0,0,0,0
18234,12558,1,3,1,57,-1,0,0,-1,0,0,541,5056,6029,648,572,490,5023,1326,648,189,109,31,0
18235,1569,1,3,2,58,2,0,0,0,0,0,245,237,229,218,182,125,35,35,32,5,4,4,0
18236,2825,1,1,1,56,0,0,0,0,0,0,1834,1890,1946,1904,696,935,80,100,83,31,251,31,0
18237,1883,1,2,1,57,0,0,0,0,0,0,1871,1501,1103,1072,853,832,97,94,157,62,125,94,0
18238,8163,1,1,1,51,0,0,0,0,0,0,1966,2120,2181,2238,2295,2353,188,94,94,94,94,85,0
18239,2511,1,3,1,52,0,0,2,2,0,0,857,927,997,971,999,0,94,94,0,53,0,0,0
18240,5023,1,2,1,55,-2,-2,-1,0,0,0,-2,-2,4401,4458,4498,4597,0,4403,207,160,171,168,0
18241,313,1,3,2,51,0,0,0,2,0,0,228,260,326,313,313,0,41,75,0,0,0,0,0
18242,5965,1,2,1,50,1,2,2,2,2,2,623,604,682,662,713,697,0,97,0,62,0,59,1
18243,5023,1,1,1,51,0,0,0,2,2,2,4116,4071,4263,4160,3912,4007,156,392,147,0,298,0,0
18244,627,1,3,2,49,3,2,2,2,0,0,504,487,566,543,543,555,0,97,0,12,11,62,0
18245,9419,1,3,1,57,1,-1,-1,-1,-1,-1,0,5,39,356,11,27,5,39,356,11,27,0,0
18246,13814,1,1,1,79,0,0,0,0,0,0,13479,13749,14044,14038,13757,14051,493,518,518,496,519,492,0
18247,1569,1,3,1,54,1,2,0,0,0,0,1528,1494,1522,1554,615,623,0,65,78,25,31,28,0
18248,10989,1,1,1,50,0,0,0,0,0,0,10955,10255,7184,6242,6086,4850,345,266,471,219,627,627,0
18249,1883,1,3,1,50,0,0,0,0,0,0,1874,1878,1512,1339,1274,1274,64,68,51,49,50,46,0
18250,1569,1,2,1,47,2,0,0,0,0,0,329,374,408,432,457,471,50,50,40,31,21,18,1
18251,941,1,2,2,52,2,2,0,0,0,0,945,900,912,920,935,866,0,56,54,37,37,62,1
18252,4709,1,1,2,52,0,0,0,0,0,0,7147,11184,7777,7529,7618,1240,565,388,205,217,12,0,0
18253,3139,1,1,1,60,0,0,3,2,0,0,151,260,252,181,121,81,112,0,0,0,0,85,1
18254,10989,1,1,1,55,-1,-1,-1,-1,-1,-1,103,365,406,1233,171,465,365,407,1233,188,465,29,0
18255,2511,1,2,1,52,0,0,0,0,0,0,2358,2413,2431,663,698,734,109,69,47,47,47,47,0
18256,2511,1,3,1,55,0,0,0,0,0,0,2512,2505,2561,2380,1563,1614,1978,784,241,273,94,405,0
18257,313,1,3,1,54,4,3,2,2,2,2,249,240,263,284,312,264,0,31,31,31,0,62,1
18258,6593,1,2,1,66,-1,2,-1,-1,-1,0,24,12,12,12,24,12,0,24,12,24,0,12,1
18259,15698,1,1,1,62,1,-2,-2,-2,-1,-1,0,0,0,0,62,53,0,0,0,62,53,438,0
18260,627,1,2,1,61,3,4,3,2,2,4,584,566,548,530,669,640,0,0,0,148,0,0,1
18261,10361,1,1,2,54,-2,-2,-2,-2,-2,-2,95,74,56,28,121,47,74,59,28,121,47,0,0
18262,7849,1,1,1,58,0,0,0,-1,0,0,51,78,-1,18,18,0,32,0,20,0,0,0,0
18263,13186,1,1,1,54,-2,-1,2,-1,0,0,31,51,19,419,388,259,51,0,419,0,0,78,0
18264,2825,1,2,1,53,-1,0,0,0,0,0,778,825,862,877,821,814,94,94,62,31,29,31,1
18265,5651,1,3,2,52,0,0,0,0,0,0,2430,2328,2375,2262,2208,2235,103,105,97,82,84,86,0
18266,1569,1,3,1,51,0,0,0,0,0,0,1503,1523,1461,1427,585,597,78,66,64,24,25,20,0
18267,6279,1,2,1,53,1,-1,-1,-2,-2,-1,0,91,0,0,0,212,91,0,0,0,212,0,1
18268,3139,1,1,1,63,0,0,0,0,0,0,1922,1881,1853,1655,1465,1538,88,92,72,55,99,0,0
18269,4709,1,1,1,55,1,-1,-1,0,-1,-1,0,24,145,3169,103,65,24,145,3139,103,80,80,0
18270,11302,1,1,1,62,-1,-1,-1,-1,-1,-1,184,228,216,224,56,613,228,217,224,56,613,115,0
18271,1569,1,2,2,57,0,0,0,0,2,0,1628,1605,1602,1635,1554,1542,69,78,125,0,62,62,0
18272,941,1,2,3,58,3,2,0,0,0,2,737,716,752,849,898,880,0,47,109,73,0,216,0
18273,10361,1,3,1,56,-1,-1,2,-1,-1,0,11,47,11,11,224,179,47,0,11,224,94,74,0
18274,2197,1,2,3,47,0,0,0,2,0,0,874,912,1085,1058,1103,1173,62,188,0,62,87,0,1
18275,13186,1,1,1,51,0,-1,-1,-1,0,0,1815,31,0,9039,9160,9395,31,0,9071,313,662,0,0
18276,4081,1,1,1,51,0,0,0,0,0,0,3896,3973,4108,4151,1656,1678,142,198,173,58,60,60,0
18277,6279,1,2,1,55,0,0,0,0,0,2,5792,5729,5654,5671,2393,2242,251,235,252,175,0,84,0
18278,5651,1,3,1,58,2,2,2,2,2,2,1132,1167,1140,1218,1239,1265,62,0,106,50,50,53,1
18279,5337,1,2,1,59,2,2,2,2,2,2,1400,1424,1455,1485,1498,1548,56,62,62,47,78,0,1
18280,5965,1,1,1,54,0,0,0,0,0,0,5880,5845,5839,5364,3077,2970,219,249,219,107,108,105,0
18281,6279,1,1,1,54,1,2,0,0,0,0,223,150,145,468,267,175,0,38,376,125,156,31,0
18282,941,1,3,1,54,0,0,0,0,0,2,429,463,496,527,558,545,50,50,48,49,0,21,1
18283,14442,1,2,1,55,0,0,-1,0,0,0,168,258,2406,2358,2405,2456,94,2406,627,77,81,81,0
18284,5965,1,1,1,54,0,0,0,0,0,0,6462,6319,6189,6053,5065,4916,224,231,236,175,188,173,0
18285,313,1,2,2,54,0,0,0,2,2,0,116,162,258,258,250,255,49,103,9,0,9,62,0
18286,2825,1,2,1,57,0,0,0,0,0,0,333,341,343,350,477,609,94,94,94,156,188,251,0
18287,13814,1,1,1,54,-1,-1,-1,-1,0,0,267,0,7,268,42,26,0,7,269,26,0,69,0
18288,15070,1,2,1,58,0,0,0,0,0,0,14766,14821,14929,14654,14740,12506,530,550,499,501,452,446,0
18289,11302,1,3,1,56,-1,-1,-1,-1,-1,-1,690,243,37,65,32,32,244,37,65,32,32,31,0
18290,15698,1,1,1,69,-2,-2,-2,-2,-2,-2,36,6,476,106,260,0,6,479,107,262,0,0,0
18291,941,2,3,1,28,0,0,0,0,2,0,727,727,599,616,478,440,90,62,62,0,47,42,0
18292,2511,2,3,1,33,-1,2,-1,-1,-1,-1,24,12,25,12,12,12,0,25,12,12,12,49,1
18293,6279,1,2,1,66,-1,-1,2,-1,-1,-1,12,24,12,12,12,24,24,12,12,12,24,0,1
18294,10989,1,1,1,57,-2,-2,-2,-2,-2,-2,59,0,51,0,0,0,0,51,0,0,0,0,0
18295,4709,1,2,1,55,0,-1,-1,-1,0,0,48,24,0,18,24,0,24,0,18,6,0,0,0
18296,11302,1,3,2,54,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
18297,627,2,3,1,31,1,2,0,0,0,0,499,481,516,541,552,564,0,42,36,15,16,18,1
18298,9733,2,2,1,47,0,0,0,0,0,0,9111,9316,9534,7114,7062,7187,345,379,251,251,282,240,0
18299,6279,2,1,2,31,1,-2,-2,-1,-1,-1,95,44,57,131,190,50,46,57,131,190,50,78,0
18300,6593,2,3,1,40,0,0,0,0,0,0,5032,4528,3882,3545,3058,307,116,101,99,62,307,12,0
18301,941,2,3,1,47,0,0,0,0,0,0,501,555,599,636,657,684,62,62,47,31,37,62,0
18302,3453,2,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18303,1569,2,3,2,27,2,0,0,-1,-1,-1,438,352,138,97,56,528,39,43,98,56,528,94,0
18304,1569,2,1,2,26,0,-1,-1,-1,-2,-2,131,29,7,-17,-17,-31,31,7,0,0,0,0,1
18305,1569,2,2,1,33,0,0,0,0,0,0,1028,1073,1106,1091,1114,1140,62,50,50,40,43,50,0
18306,627,2,1,2,23,0,0,0,0,0,0,531,553,586,573,249,261,40,42,37,9,15,15,0
18307,7221,2,3,0,30,-1,-1,-1,2,0,-1,9,23,75,69,37,9,23,75,0,0,9,9,0
18308,2511,2,2,2,32,0,0,0,0,0,0,502,616,728,864,978,1182,156,156,188,156,251,313,0
18309,4709,2,2,1,53,-1,-1,-1,-1,-1,-1,73,167,15,302,120,55,167,15,302,120,55,31,0
18310,7535,2,2,1,28,-1,-1,-1,-1,-2,-2,45,80,23,0,0,0,80,23,0,0,0,40,0
18311,14128,2,1,1,36,-2,-2,-2,-2,-2,-2,124,77,2,-2,458,-2,78,3,0,460,0,443,0
18312,5651,2,2,2,24,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,9,9,1
18313,941,2,2,2,22,0,0,0,0,0,0,766,798,831,851,868,887,53,55,44,29,31,42,0
18314,1569,2,2,1,22,0,0,0,0,0,0,1524,1558,1483,1335,619,632,62,62,40,31,25,27,1
18315,627,2,2,1,31,2,2,2,2,2,0,556,591,573,631,613,1258,53,0,78,0,25,24,0
18316,4709,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,249,0,0,0,0,250,0,383,0
18317,627,2,2,1,29,0,0,0,0,0,0,175,207,239,265,271,281,39,40,35,9,14,10,1
18318,1255,2,2,1,25,0,0,0,0,0,2,1275,1275,1265,1236,1299,1275,61,135,62,92,0,116,1
18319,5651,2,2,1,30,1,-1,-1,-1,0,0,49,4,277,614,444,283,4,278,614,15,94,84,0
18320,2511,2,2,2,29,0,0,0,0,0,0,2468,2457,2511,2575,2465,2478,106,113,125,109,94,125,0
18321,1569,2,2,2,24,0,0,0,0,0,0,1425,1483,1384,1146,894,774,94,94,63,63,31,62,0
18322,15070,2,1,2,32,-1,-1,-1,-1,-1,-1,114,1193,181,289,153,68,1193,181,289,153,68,113,0
18323,627,2,1,2,23,0,0,0,0,0,0,609,550,570,601,575,588,40,43,40,21,21,31,0
18324,4709,2,1,2,24,-2,-2,-2,-2,-2,-2,46,64,0,0,0,0,64,0,0,0,0,0,0
18325,627,2,2,2,22,0,0,0,0,0,0,497,530,578,593,553,0,40,56,40,41,0,0,0
18326,11302,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
18327,6279,2,1,2,33,0,-1,0,0,0,0,276,268,457,4949,4511,5016,271,440,4863,403,1569,313,1
18328,627,2,1,2,28,0,-1,-1,2,0,0,145,111,638,422,288,229,158,533,0,0,0,37,0
18329,1569,2,2,2,23,1,-1,-1,-1,-1,0,567,129,0,8,898,754,219,0,8,1460,62,94,0
18330,2197,2,2,2,23,0,0,0,0,0,0,2037,2003,1989,881,894,847,87,84,54,35,35,31,1
18331,3767,2,2,2,23,0,0,0,0,0,0,3651,3631,3421,2624,700,1009,188,156,156,62,627,313,0
18332,1569,2,3,1,46,0,0,0,0,2,0,420,476,509,557,235,247,62,50,65,60,15,15,0
18333,9733,2,1,1,36,0,0,0,0,0,0,4934,5040,5346,5502,5584,5709,188,389,245,219,219,207,0
18334,1883,2,2,2,24,0,0,0,0,0,0,1702,1736,1762,1794,1686,1717,62,65,62,65,62,67,0
18335,627,2,1,2,22,0,0,0,0,0,0,723,693,656,611,600,628,41,78,53,25,62,31,0
18336,627,2,2,2,22,2,2,0,0,0,3,216,208,247,284,345,330,0,47,47,69,0,0,1
18337,1569,2,1,2,22,0,0,0,2,0,-1,111,143,241,378,117,2,34,100,0,62,2,921,1
18338,2511,2,2,2,22,0,0,0,0,0,0,578,612,451,482,458,450,63,47,39,10,57,6,0
18339,627,2,2,2,22,0,0,0,0,0,0,533,563,594,618,622,628,94,94,94,62,31,24,0
18340,627,2,6,2,22,0,0,0,0,0,0,614,609,487,45,15,0,145,31,28,0,47,0,1
18341,313,2,1,1,23,0,0,0,0,0,0,239,268,285,44,298,282,39,31,35,292,10,31,0
18342,627,2,2,1,21,-1,0,0,0,2,0,553,550,810,406,301,293,46,72,75,0,62,94,0
18343,627,2,2,2,21,1,2,2,0,0,0,579,410,395,447,443,506,41,0,62,8,62,26,0
18344,941,2,2,2,22,0,0,0,0,0,-1,578,593,472,93,132,36,41,33,31,38,36,23,0
18345,627,2,1,2,21,0,0,-1,-1,-1,0,87,100,20,0,228,203,62,20,15,228,4,0,0
18346,627,2,1,2,22,0,-1,-1,0,-1,-1,580,62,246,169,335,107,63,477,31,335,107,12,0
18347,627,2,2,2,22,1,2,0,0,0,3,493,476,508,540,607,589,0,40,40,76,0,0,0
18348,1569,2,2,2,22,1,2,0,0,0,0,1626,1585,971,439,600,612,0,52,48,172,12,0,0
18349,1569,2,1,2,23,0,0,0,0,0,0,279,321,431,463,518,572,47,125,39,62,62,94,0
18350,1569,2,3,2,23,-1,-1,-1,-1,0,0,101,168,259,441,692,643,169,259,441,471,94,94,1
18351,627,2,2,2,22,0,-1,2,-1,-1,-2,323,100,6,87,0,0,125,0,87,0,0,0,1
18352,627,2,2,2,22,2,4,3,2,0,0,270,262,253,244,254,320,0,0,0,13,74,0,1
18353,2511,2,1,2,23,-2,-2,-2,-2,-2,-2,12,12,12,12,23,17,12,24,12,23,17,137,0
18354,2511,2,2,2,23,0,0,0,0,0,0,1358,1334,1333,1359,1272,1365,53,56,50,47,109,62,0
18355,4081,2,2,2,23,-1,-1,-2,-2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0
18356,6279,2,1,2,24,-2,-2,-2,-2,-2,-2,21,33,0,15,64,732,33,0,15,64,732,134,0
18357,1569,2,1,2,24,0,0,0,-1,-1,-1,857,1580,1280,429,296,12,869,156,429,296,439,17,0
18358,627,2,1,2,22,0,0,2,2,2,2,391,469,452,517,499,538,94,0,81,0,47,0,0
18359,627,2,2,2,22,1,2,2,0,0,0,493,494,484,512,321,321,31,31,37,28,21,72,1
18360,1569,2,2,2,22,1,2,0,0,0,0,1412,1291,1001,899,839,778,0,49,50,32,77,33,1
18361,1883,2,2,2,23,1,2,-1,0,0,0,297,285,1364,1082,900,817,0,1364,53,34,31,31,0
18362,4081,2,2,2,22,0,-1,-1,0,-1,0,269,16,353,245,520,506,16,353,37,520,0,1043,0
18363,2511,2,2,2,22,-1,-1,-1,-1,-2,-2,39,0,1014,0,0,0,0,1014,0,0,0,0,1
18364,5337,2,2,2,34,0,0,0,0,0,0,4914,5052,5116,5200,5286,4057,235,192,175,156,156,156,0
18365,2825,2,1,2,23,0,0,0,0,0,0,578,724,758,806,859,769,156,45,62,62,47,21,0
18366,627,2,2,1,23,-1,-1,-1,-1,0,-1,107,363,336,134,134,519,364,337,134,0,523,29,0
18367,627,2,1,2,23,-1,-1,-1,-1,-1,-1,37,0,5,37,45,0,0,5,37,45,0,30,0
18368,2511,2,2,2,23,0,0,0,0,-1,-1,1211,865,736,676,457,369,156,156,314,458,369,565,0
18369,941,2,2,2,22,0,0,0,2,2,2,834,865,940,905,947,898,55,109,0,72,1,55,1
18370,941,2,1,2,22,0,0,2,2,2,2,575,658,653,593,614,601,103,40,0,72,0,28,0
18371,941,2,3,1,23,2,2,2,0,0,2,471,500,483,538,576,594,47,0,62,47,31,21,1
18372,4709,2,2,2,23,-2,-1,0,0,0,0,30,2086,2078,2053,1935,2015,2086,76,79,156,131,313,0
18373,1569,2,1,2,23,0,0,0,0,0,-1,1279,1522,1482,350,-90,1513,313,78,94,47,1632,59,1
18374,2511,2,2,2,23,1,-1,-1,2,0,-1,-52,2356,114,68,12,24,2448,114,0,0,24,0,0
18375,941,2,1,2,23,0,0,0,0,-1,-1,658,382,180,159,23,77,34,34,31,23,77,0,1
18376,1883,2,1,2,23,2,2,2,2,2,2,835,920,897,967,992,1015,109,0,85,50,43,40,1
18377,3139,2,2,2,23,0,0,0,0,0,0,1331,1362,1395,1434,1724,1760,53,54,62,313,63,67,0
18378,4395,2,1,2,23,0,0,0,0,0,0,1105,822,871,918,631,761,62,62,63,40,141,109,0
18379,4395,2,1,2,23,0,-1,-1,-1,-1,0,38,27,12,0,81,5,27,12,0,81,0,41,0
18380,2197,2,5,1,23,0,0,0,0,0,0,968,999,1046,1078,1099,1124,47,62,50,38,40,47,0
18381,2197,2,2,2,22,2,0,0,0,0,0,1097,602,627,719,726,723,41,53,125,30,32,188,0
18382,941,2,2,1,28,2,2,2,2,0,0,677,657,743,722,819,957,0,97,0,109,156,31,1
18383,1569,2,3,2,22,2,-1,-1,2,0,0,39,39,67,48,36,24,39,67,0,0,0,0,1
18384,1569,2,2,2,22,2,2,2,0,0,0,1556,1555,1574,1535,937,821,34,53,47,31,31,40,1
18385,941,2,3,1,22,0,0,0,0,0,2,727,759,801,834,882,896,43,54,55,72,32,0,0
18386,941,2,3,2,23,0,0,0,0,0,0,890,886,909,941,718,696,62,62,62,62,62,62,1
18387,941,2,1,2,24,-2,-2,-2,-2,-2,-2,0,0,0,23,0,0,0,0,23,0,0,29,0
18388,627,2,1,2,25,0,0,0,0,0,0,365,374,396,422,257,264,37,40,34,31,9,31,0
18389,1883,2,4,2,23,0,0,0,0,0,0,1911,1902,1828,1900,1413,1195,79,67,1415,54,47,62,0
18390,6279,2,1,2,23,0,0,0,0,0,0,2287,2313,1760,1814,1832,1888,92,65,83,65,84,81,0
18391,2511,2,1,2,23,1,-2,-2,-2,-1,-1,0,0,0,0,25,56,0,0,0,25,56,0,1
